id,Latitude,Longitude
1613,24.410299,91.770211
1614,24.371070,92.271048
1615,24.330211,92.771574
1616,24.287723,93.271777
1617,24.243609,93.771644
1618,24.197869,94.271164
1619,24.150505,94.770324
1624,23.942658,68.156630
1625,23.980500,68.655934
1626,24.016715,69.155523
1627,24.051302,69.655386
1628,24.084259,70.155510
1629,24.115585,70.655882
1630,24.145279,71.156491
1631,24.173341,71.657323
1632,24.199768,72.158367
1633,24.224560,72.659609
1634,24.247716,73.161037
1635,24.269235,73.662638
1636,24.289116,74.164401
1637,24.307359,74.666311
1638,24.323963,75.168357
1639,24.338927,75.670526
1640,24.352251,76.172805
1641,24.363934,76.675181
1642,24.373976,77.177641
1643,24.382377,77.680174
1644,24.389135,78.182765
1645,24.394252,78.685403
1646,24.397726,79.188074
1647,24.399557,79.690766
1648,24.399747,80.193466
1649,24.398293,80.696161
1650,24.395197,81.198838
1651,24.390459,81.701485
1652,24.384079,82.204088
1653,24.376056,82.706635
1654,24.366392,83.209114
1655,24.355087,83.711510
1656,24.342141,84.213813
1657,24.327555,84.716008
1658,24.311328,85.218083
1659,24.293463,85.720026
1660,24.273959,86.221824
1661,24.252817,86.723463
1662,24.230037,87.224932
1663,24.205622,87.726218
1664,24.179571,88.227309
1665,24.151886,88.728191
1666,24.122568,89.228852
1670,23.988984,91.229040
1671,23.951517,91.728410
1672,23.912424,92.227486
1673,23.871707,92.726254
1674,23.829366,93.224702
1675,23.785405,93.722819
1676,23.739824,94.220592
1682,23.483872,68.198539
1683,23.521581,68.696091
1684,23.557669,69.193926
1685,23.592134,69.692032
1686,23.624976,70.190396
1687,23.656193,70.689006
1688,23.685783,71.187849
1689,23.713747,71.686914
1690,23.740082,72.186188
1691,23.764787,72.685658
1692,23.787862,73.185313
1693,23.809307,73.685139
1694,23.829119,74.185124
1695,23.847298,74.685256
1696,23.863845,75.185521
1697,23.878757,75.685908
1698,23.892034,76.186404
1699,23.903677,76.686997
1700,23.913684,77.187673
1701,23.922055,77.688420
1702,23.928790,78.189225
1703,23.933889,78.690077
1704,23.937351,79.190961
1705,23.939176,79.691866
1706,23.939365,80.192778
1707,23.937916,80.693686
1708,23.934831,81.194576
1709,23.930109,81.695436
1710,23.923751,82.196253
1711,23.915757,82.697015
1712,23.906126,83.197708
1713,23.894860,83.698321
1714,23.881959,84.198840
1715,23.867423,84.699254
1716,23.851254,85.199549
1717,23.833450,85.699712
1718,23.814014,86.199732
1719,23.792945,86.699596
1720,23.770246,87.199291
1721,23.745916,87.698805
1722,23.719956,88.198125
1723,23.692367,88.697239
1724,23.663152,89.196135
1727,23.565750,90.691387
1728,23.530035,91.189286
1729,23.492700,91.686904
1730,23.453744,92.184231
1731,23.413169,92.681253
1732,23.370978,93.177960
1733,23.327171,93.674337
1740,23.025080,68.240153
1741,23.062654,68.735966
1742,23.098614,69.232059
1743,23.132957,69.728420
1744,23.165682,70.225036
1745,23.196788,70.721896
1746,23.226274,71.218987
1747,23.254138,71.716297
1748,23.280379,72.213813
1749,23.304998,72.711524
1750,23.327991,73.209417
1751,23.349360,73.707480
1752,23.369102,74.205701
1753,23.387217,74.704066
1754,23.403705,75.202564
1755,23.418564,75.701182
1756,23.431795,76.199908
1757,23.443397,76.698729
1758,23.453368,77.197633
1759,23.461710,77.696608
1760,23.468421,78.195640
1761,23.473502,78.694717
1762,23.476952,79.193827
1763,23.478771,79.692957
1764,23.478959,80.192095
1765,23.477515,80.691229
1766,23.474441,81.190344
1767,23.469736,81.689430
1768,23.463400,82.188474
1769,23.455434,82.687463
1770,23.445838,83.186384
1771,23.434611,83.685225
1772,23.421756,84.183974
1773,23.407271,84.682618
1774,23.391158,85.181145
1775,23.373418,85.679542
1776,23.354050,86.177797
1777,23.333056,86.675897
1778,23.310437,87.173831
1779,23.286193,87.671585
1780,23.260325,88.169147
1781,23.232834,88.666506
1782,23.203722,89.163648
1786,23.071079,91.149812
1787,23.033876,91.645691
1788,22.995059,92.141280
1789,22.954629,92.636569
1790,22.912588,93.131545
1791,22.868938,93.626196
1799,22.603750,68.775561
1800,22.639580,69.269924
1801,22.673799,69.764552
1802,22.706406,70.259433
1803,22.737400,70.754555
1804,22.766780,71.249905
1805,22.794544,71.745472
1806,22.820691,72.241244
1807,22.845221,72.737208
1808,22.868132,73.233352
1809,22.889424,73.729664
1810,22.909095,74.226132
1811,22.927145,74.722744
1812,22.943574,75.219487
1813,22.958380,75.716348
1814,22.971564,76.213316
1815,22.983124,76.710379
1816,22.993060,77.207523
1817,23.001372,77.704737
1818,23.008059,78.202008
1819,23.013122,78.699324
1820,23.016559,79.196673
1821,23.018371,79.694041
1822,23.018559,80.191417
1823,23.017120,80.688788
1824,23.014057,81.186143
1825,23.009369,81.683467
1826,23.003056,82.180750
1827,22.995118,82.677978
1828,22.985556,83.175139
1829,22.974370,83.672222
1830,22.961560,84.169213
1831,22.947128,84.666100
1832,22.931073,85.162871
1833,22.913396,85.659514
1834,22.894097,86.156016
1835,22.873179,86.652366
1836,22.850640,87.148550
1837,22.826483,87.644556
1838,22.800709,88.140373
1839,22.773317,88.635988
1840,22.744309,89.131390
1845,22.575075,91.604766
1846,22.536399,92.098631
1847,22.496115,92.592198
1848,22.454227,93.085456
1849,22.410735,93.578392
1857,22.144897,68.814880
1858,22.180596,69.307525
1859,22.214690,69.800432
1860,22.247178,70.293589
1861,22.278059,70.786985
1862,22.307331,71.280607
1863,22.334994,71.774443
1864,22.361046,72.268482
1865,22.385486,72.762711
1866,22.408314,73.257119
1867,22.429528,73.751693
1868,22.449128,74.246421
1869,22.467113,74.741290
1870,22.483482,75.236290
1871,22.498234,75.731408
1872,22.511370,76.226631
1873,22.522888,76.721947
1874,22.532788,77.217344
1875,22.541070,77.712810
1876,22.547733,78.208333
1877,22.552777,78.703900
1878,22.556202,79.199499
1879,22.558008,79.695117
1880,22.558194,80.190744
1881,22.556761,80.686366
1882,22.553709,81.181970
1883,22.549038,81.677546
1884,22.542748,82.173080
1885,22.534839,82.668560
1886,22.525311,83.163974
1887,22.514166,83.659310
1888,22.501403,84.154555
1889,22.487023,84.649698
1890,22.471026,85.144726
1891,22.453413,85.639627
1892,22.434185,86.134389
1893,22.413343,86.628999
1894,22.390886,87.123446
1895,22.366817,87.617717
1896,22.341136,88.111801
1897,22.313844,88.605685
1898,22.284943,89.099358
1905,22.037657,92.548137
1906,21.995923,93.039688
1907,21.952591,93.530921
1915,21.686126,68.853924
1916,21.721692,69.344863
1917,21.755660,69.836061
1918,21.788027,70.327507
1919,21.818794,70.819188
1920,21.847958,71.311094
1921,21.875518,71.803212
1922,21.901474,72.295530
1923,21.925824,72.788036
1924,21.948567,73.280719
1925,21.969703,73.773567
1926,21.989231,74.266567
1927,22.007149,74.759707
1928,22.023458,75.252976
1929,22.038156,75.746362
1930,22.051243,76.239851
1931,22.062719,76.733433
1932,22.072582,77.227096
1933,22.080834,77.720826
1934,22.087472,78.214612
1935,22.092498,78.708443
1936,22.095910,79.202305
1937,22.097709,79.696186
1938,22.097895,80.190075
1939,22.096468,80.683960
1940,22.093427,81.177827
1941,22.088773,81.671666
1942,22.082505,82.165463
1943,22.074626,82.659208
1944,22.065133,83.152887
1945,22.054029,83.646488
1946,22.041313,84.140000
1947,22.026986,84.633411
1948,22.011048,85.126708
1949,21.993500,85.619879
1950,21.974343,86.112912
1951,21.953577,86.605796
1952,21.931204,87.098518
1953,21.907224,87.591066
1954,21.881638,88.083429
1955,21.854447,88.575594
1956,21.825652,89.067549
1957,21.795255,89.559283
1963,21.579285,92.504382
1964,21.537706,92.994238
1974,21.262898,69.381942
1975,21.296737,69.871443
1976,21.328983,70.361189
1977,21.359634,70.851168
1978,21.388689,71.341369
1979,21.416146,71.831780
1980,21.442004,72.322389
1981,21.466263,72.813185
1982,21.488921,73.304155
1983,21.509978,73.795288
1984,21.529433,74.286572
1985,21.547284,74.777995
1986,21.563532,75.269546
1987,21.578175,75.761211
1988,21.591213,76.252980
1989,21.602646,76.744840
1990,21.612473,77.236779
1991,21.620693,77.728786
1992,21.627307,78.220848
1993,21.632314,78.712954
1994,21.635714,79.205091
1995,21.637506,79.697247
1996,21.637691,80.189411
1997,21.636269,80.681570
1998,21.633239,81.173713
1999,21.628603,81.665827
2000,21.622359,82.157900
2001,21.614508,82.649921
2002,21.605051,83.141877
2003,21.593989,83.633756
2004,21.581320,84.125547
2005,21.567046,84.617237
2006,21.551168,85.108815
2007,21.533686,85.600269
2008,21.514600,86.091586
2009,21.493913,86.582755
2010,21.471623,87.073763
2011,21.447733,87.564600
2012,21.422242,88.055254
2013,21.395153,88.545711
2014,21.366467,89.035962
2033,20.837952,69.906579
2034,20.870075,70.394637
2035,20.900609,70.882926
2036,20.929553,71.371434
2037,20.956906,71.860150
2038,20.982666,72.349062
2039,21.006833,72.838159
2040,21.029405,73.327428
2041,21.050382,73.816859
2042,21.069763,74.306439
2043,21.087547,74.796157
2044,21.103733,75.286000
2045,21.118321,75.775957
2046,21.131310,76.266017
2047,21.142699,76.756167
2048,21.152489,77.246396
2049,21.160678,77.736691
2050,21.167267,78.227041
2051,21.172255,78.717434
2052,21.175641,79.207858
2053,21.177427,79.698301
2054,21.177611,80.188752
2055,21.176195,80.679198
2056,21.173176,81.169628
2057,21.168557,81.660029
2058,21.162337,82.150390
2059,21.154516,82.640699
2060,21.145095,83.130944
2061,21.134074,83.621113
2062,21.121454,84.111194
2063,21.107234,84.601176
2064,21.091416,85.091047
2065,21.074000,85.580795
2066,21.054987,86.070407
2067,21.034378,86.559873
2068,21.012173,87.049181
2092,20.411332,70.427854
2093,20.441749,70.914464
2094,20.470581,71.401291
2096,20.523489,72.375551
2097,20.547563,72.862960
2098,20.570048,73.350541
2099,20.590945,73.838280
2100,20.610251,74.326168
2101,20.627966,74.814192
2102,20.644090,75.302340
2103,20.658622,75.790601
2104,20.671561,76.278964
2105,20.682907,76.767416
2106,20.692659,77.255945
2107,20.700817,77.744541
2108,20.707380,78.233190
2109,20.712349,78.721883
2110,20.715723,79.210606
2111,20.717502,79.699348
