id,Latitude,Longitude
2112,20.717685,80.188097
2113,20.716274,80.676842
2114,20.713268,81.165570
2115,20.708666,81.654271
2116,20.702470,82.142931
2117,20.694679,82.631541
2118,20.685294,83.120086
2119,20.674315,83.608557
2120,20.661743,84.096941
2121,20.647578,84.585227
2122,20.631821,85.073402
2123,20.614472,85.561456
2124,20.595532,86.049376
2125,20.575002,86.537151
2126,20.552882,87.024769
2127,20.529174,87.512218
2154,20.064502,72.401857
2155,20.088482,72.887590
2156,20.110880,73.373493
2157,20.131695,73.859554
2158,20.150926,74.345761
2159,20.168572,74.832103
2160,20.184633,75.318568
2161,20.199109,75.805144
2162,20.211997,76.291821
2163,20.223299,76.778586
2164,20.233013,77.265429
2165,20.241139,77.752336
2166,20.247677,78.239298
2167,20.252627,78.726301
2168,20.255988,79.213335
2169,20.257760,79.700387
2170,20.257942,80.187447
2171,20.256537,80.674502
2172,20.253542,81.161541
2173,20.248958,81.648553
2174,20.242786,82.135525
2175,20.235025,82.622446
2176,20.225677,83.109304
2177,20.214741,83.596088
2178,20.202218,84.082786
2179,20.188108,84.569387
2180,20.172412,85.055879
2181,20.155130,85.542250
2182,20.136264,86.028489
2183,20.115814,86.514584
2184,20.093780,87.000525
2212,19.605734,72.427982
2213,19.629619,72.912051
2214,19.651928,73.396288
2215,19.672661,73.880681
2216,19.691816,74.365219
2217,19.709393,74.849890
2218,19.725391,75.334683
2219,19.739809,75.819587
2220,19.752647,76.304590
2221,19.763904,76.789680
2222,19.773580,77.274847
2223,19.781675,77.760078
2224,19.788187,78.245363
2225,19.793117,78.730689
2226,19.796464,79.216045
2227,19.798229,79.701419
2228,19.798411,80.186801
2229,19.797011,80.672179
2230,19.794028,81.157540
2231,19.789462,81.642874
2232,19.783314,82.128169
2233,19.775585,82.613413
2234,19.766273,83.098596
2235,19.755380,83.583705
2236,19.742906,84.068729
2237,19.728852,84.553656
2238,19.713217,85.038476
2239,19.696004,85.523177
2240,19.677212,86.007746
2241,19.656843,86.492174
2270,19.147213,72.453928
2271,19.171003,72.936344
2272,19.193223,73.418927
2273,19.213873,73.901663
2274,19.232952,74.384544
2275,19.250458,74.867556
2276,19.266392,75.350689
2277,19.280753,75.833931
2278,19.293540,76.317271
2279,19.304752,76.800698
2280,19.314389,77.284201
2281,19.322451,77.767767
2282,19.328937,78.251386
2283,19.333848,78.735046
2284,19.337182,79.218736
2285,19.338940,79.702444
2286,19.339121,80.186160
2287,19.337726,80.669871
2288,19.334755,81.153566
2289,19.330208,81.637234
2290,19.324084,82.120864
2291,19.316385,82.604443
2292,19.307111,83.087961
2293,19.296261,83.571407
2294,19.283837,84.054768
2295,19.269839,84.538034
2296,19.254267,85.021193
2297,19.237123,85.504234
2328,18.688969,72.479697
2329,18.712662,72.960472
2330,18.734792,73.441411
2331,18.755359,73.922503
2332,18.774360,74.403736
2333,18.791796,74.885101
2334,18.807665,75.366584
2335,18.821968,75.848176
2336,18.834703,76.329866
2337,18.845870,76.811641
2338,18.855468,77.293490
2339,18.863498,77.775403
2340,18.869958,78.257368
2341,18.874848,78.739374
2342,18.878169,79.221409
2343,18.879920,79.703463
2344,18.880100,80.185523
2345,18.878711,80.667579
2346,18.875752,81.149619
2347,18.871223,81.631633
2348,18.865124,82.113608
2349,18.857456,82.595534
2350,18.848219,83.077399
2351,18.837414,83.559193
2352,18.825040,84.040902
2353,18.811098,84.522518
2354,18.795589,85.004028
2386,18.231029,72.505291
2387,18.254625,72.984435
2388,18.276665,73.463742
2389,18.297146,73.943200
2390,18.316070,74.422798
2391,18.333435,74.902526
2392,18.349239,75.382372
2393,18.363483,75.862325
2394,18.376166,76.342374
2395,18.387287,76.822508
2396,18.396846,77.302716
2397,18.404843,77.782987
2398,18.411277,78.263309
2399,18.416147,78.743672
2400,18.419454,79.224064
2401,18.421198,79.704474
2402,18.421378,80.184890
2403,18.419994,80.665303
2404,18.417047,81.145700
2405,18.412537,81.626070
2406,18.406463,82.106403
2407,18.398826,82.586686
2408,18.389627,83.066910
2409,18.378866,83.547062
2410,18.366542,84.027132
2411,18.352658,84.507108
2445,17.796920,73.008236
2446,17.818868,73.485921
2447,17.839265,73.963757
2448,17.858110,74.441731
2449,17.875403,74.919833
2450,17.891142,75.398052
2451,17.905327,75.876378
2452,17.917957,76.354798
2453,17.929032,76.833302
2454,17.938552,77.311880
2455,17.946515,77.790520
2456,17.952922,78.269210
2457,17.957773,78.747941
2458,17.961066,79.226700
2459,17.962802,79.705478
2460,17.962982,80.184262
2461,17.961604,80.663042
2462,17.958669,81.141807
2463,17.954177,81.620545
2464,17.948129,82.099246
2465,17.940524,82.577898
2466,17.931362,83.056491
2467,17.920645,83.535013
2468,17.908373,84.013454
2503,17.339575,73.031876
2504,17.361431,73.507951
2505,17.381742,73.984174
2506,17.400508,74.460535
2507,17.417728,74.937023
2508,17.433401,75.413626
2509,17.447527,75.890335
2510,17.460104,76.367138
2511,17.471133,76.844023
2512,17.480612,77.320982
2513,17.488543,77.798001
2514,17.494923,78.275071
2515,17.499753,78.752181
2516,17.503032,79.229319
2517,17.504762,79.706475
2518,17.504940,80.183638
2519,17.503568,80.660797
2520,17.500645,81.137940
2521,17.496172,81.615057
2522,17.490149,82.092137
2523,17.482576,82.569170
2524,17.473453,83.046143
2525,17.462781,83.523046
2561,16.882618,73.055357
2562,16.904381,73.529833
2563,16.924606,74.004455
2564,16.943292,74.479213
2565,16.960439,74.954097
2566,16.976046,75.429096
2567,16.990111,75.904198
2568,17.002635,76.379394
2569,17.013617,76.854672
2570,17.023057,77.330022
2571,17.030953,77.805432
2572,17.037306,78.280893
2573,17.042116,78.756393
2574,17.045381,79.231921
2575,17.047103,79.707466
2576,17.047281,80.183018
2577,17.045915,80.658566
2578,17.043005,81.134099
2579,17.038551,81.609606
2580,17.032553,82.085077
2581,17.025012,82.560500
2582,17.015928,83.035865
2619,16.426076,73.078681
2620,16.447746,73.551567
2621,16.467884,74.024599
2622,16.486490,74.497766
2623,16.503563,74.971056
2624,16.519102,75.444461
2625,16.533108,75.917968
2626,16.545578,76.391568
2627,16.556513,76.865249
2628,16.565912,77.339001
2629,16.573774,77.812813
2630,16.580100,78.286675
2631,16.584889,78.760576
2632,16.588141,79.234504
2633,16.589855,79.708450
2634,16.590032,80.182403
2635,16.588672,80.656351
2636,16.585774,81.130284
2637,16.581339,81.604192
2638,16.575367,82.078064
2639,16.567859,82.551889
2677,15.969978,73.101848
2678,15.991553,73.573156
2679,16.011603,74.044608
2680,16.030129,74.516194
2681,16.047128,74.987902
2682,16.062600,75.459723
2683,16.076544,75.931646
2684,16.088960,76.403660
2685,16.099848,76.875755
2686,16.109206,77.347920
2687,16.117034,77.820145
2688,16.123333,78.292419
2689,16.128101,78.764731
2690,16.131338,79.237071
2691,16.133045,79.709428
2692,16.133222,80.181791
2693,16.131867,80.654150
2694,16.128982,81.126495
2695,16.124566,81.598815
2696,16.118620,82.071098
2736,15.535829,73.594601
2737,15.555792,74.064484
2738,15.574236,74.534499
2739,15.591160,75.004636
2740,15.606564,75.474884
2741,15.620447,75.945233
2742,15.632809,76.415672
2743,15.643648,76.886191
2744,15.652965,77.356780
2745,15.660760,77.827428
2746,15.667030,78.298124
2747,15.671778,78.768858
2748,15.675001,79.239620
2749,15.676701,79.710398
2750,15.676876,80.181184
2751,15.675527,80.651965
2752,15.672655,81.122731
2794,15.080603,73.615903
2795,15.100476,74.084227
2796,15.118838,74.552682
2797,15.135687,75.021258
2798,15.151023,75.489943
2799,15.164844,75.958729
2800,15.177151,76.427603
2801,15.187943,76.896558
2802,15.197218,77.365580
2803,15.204978,77.834662
2804,15.211221,78.303791
2805,15.215947,78.772958
2806,15.219156,79.242152
2807,15.220848,79.711363
2808,15.221023,80.180580
2852,14.625899,73.637065
2853,14.645683,74.103840
2854,14.663963,74.570745
2855,14.680736,75.037769
2856,14.696003,75.504903
2857,14.709762,75.972135
2858,14.722014,76.439456
2859,14.732757,76.906855
2860,14.741991,77.374323
2861,14.749716,77.841848
2862,14.755931,78.309421
2863,14.760636,78.777030
2864,14.763831,79.244667
2865,14.765515,79.712321
2866,14.765689,80.179981
2911,14.191440,74.123324
2912,14.209636,74.588689
2913,14.226333,75.054172
2914,14.241531,75.519764
2915,14.255228,75.985453
2916,14.267424,76.451230
2917,14.278118,76.917085
2918,14.287310,77.383007
2919,14.295000,77.848986
2920,14.301187,78.315013
2921,14.305871,78.781076
2922,14.309051,79.247166
2923,14.310728,79.713273
2924,14.310901,80.179385
2951,13.748807,92.729693
2952,13.707126,93.191872
2954,13.619337,94.115368
2955,13.573234,94.576665
2969,13.737772,74.142678
2970,13.755885,74.606514
2971,13.772505,75.070467
2972,13.787633,75.534527
2973,13.801267,75.998683
2974,13.813407,76.462927
2975,13.824053,76.927247
2976,13.833203,77.391634
2977,13.840857,77.856078
2978,13.847016,78.320568
2979,13.851678,78.785095
2980,13.854844,79.249648
2981,13.856513,79.714218
2982,13.856685,80.178794
2983,13.855361,80.643366
3009,13.297178,92.687946
3010,13.255689,93.148627
3012,13.168307,94.069135
3013,13.122417,94.528942
3028,13.302734,74.624223
3029,13.319278,75.086655
3030,13.334335,75.549193
3031,13.347907,76.011826
3032,13.359990,76.474546
3033,13.370586,76.937342
3034,13.379694,77.400205
3035,13.387313,77.863123
3036,13.393443,78.326087
3037,13.398084,78.789088
3038,13.401235,79.252114
3039,13.402896,79.715157
3040,13.403068,80.178206
3041,13.401749,80.641251
3067,12.846162,92.646471
3068,12.804867,93.105663
3070,12.717893,94.023202
3080,12.720403,71.879040
3086,12.850211,74.641815
3087,12.866677,75.102736
3088,12.881664,75.563763
3089,12.895172,76.024884
3090,12.907199,76.486090
3091,12.917745,76.947372
3092,12.926810,77.408719
3093,12.934394,77.870122
3094,12.940495,78.331570
3095,12.945114,78.793054
3096,12.948250,79.254564
3097,12.949904,79.716090
3098,12.950074,80.177623
3099,12.948762,80.639151
3125,12.395784,92.605265
3126,12.354684,93.062979
3127,12.312129,93.520416
3128,12.268120,93.977567
3137,12.242480,71.447075
3138,12.269147,71.905496
3139,12.294348,72.364090
3144,12.398340,74.659293
3145,12.414728,75.118713
3146,12.429644,75.578237
3147,12.443088,76.037856
3148,12.455058,76.497558
3149,12.465555,76.957336
3150,12.474577,77.417178
3151,12.482125,77.877075
3152,12.488197,78.337017
3153,12.492794,78.796995
3154,12.495916,79.256998
3155,12.497561,79.717017
3156,12.497731,80.177043
3157,12.496425,80.637064
3182,11.985524,92.107819
3183,11.946070,92.564327
3184,11.905166,93.020570
3185,11.862814,93.476540
3195,11.792033,71.474841
3196,11.818572,71.931782
3197,11.843652,72.388892
3198,11.867274,72.846162
3203,11.963456,75.134586
3204,11.978301,75.592618
3205,11.991681,76.050743
3206,12.003594,76.508952
3207,12.014041,76.967235
3208,12.023020,77.425581
3209,12.030531,77.883982
3210,12.036575,78.342428
3211,12.041150,78.800910
3212,12.044257,79.259416
3213,12.045894,79.717938
3214,12.046064,80.176466
3240,11.536310,92.068608
3241,11.497045,92.523653
3242,11.456338,92.978436
3254,11.368702,71.957897
3255,11.393662,72.413533
3256,11.417169,72.869329
3257,11.439223,73.325273
3258,11.459823,73.781358
3259,11.478968,74.237573
3261,11.512887,75.150357
3262,11.527661,75.606906
3263,11.540976,76.063547
3264,11.552831,76.520272
3265,11.563228,76.977069
3266,11.572163,77.433930
3267,11.579639,77.890845
3268,11.585653,78.347805
3269,11.590206,78.804799
3270,11.593298,79.261818
3271,11.594928,79.718853
3272,11.595096,80.175894
3298,11.087807,92.029650
3299,11.048733,92.483241
3300,11.008223,92.936572
3312,10.919563,71.983844
3313,10.944401,72.438016
3314,10.967794,72.892345
3315,10.989740,73.346823
3316,11.010240,73.801439
3317,11.029291,74.256184
3320,11.077747,75.621101
3321,11.090997,76.076269
3322,11.102795,76.531518
3323,11.113140,76.986841
3324,11.122033,77.442226
3325,11.129472,77.897664
3326,11.135457,78.353147
3327,11.139988,78.808663
3328,11.143064,79.264205
3329,11.144686,79.719762
3330,11.144854,80.175325
3356,10.640042,91.990941
3357,10.601159,92.443088
3358,10.560848,92.894977
3370,10.471179,72.009624
3371,10.495894,72.462341
3372,10.519172,72.915214
3373,10.541010,73.368234
3374,10.561409,73.821391
3378,10.628584,75.635205
3379,10.641769,76.088908
3380,10.653509,76.542693
3381,10.663804,76.996549
3382,10.672652,77.450467
3383,10.680055,77.904439
3384,10.686011,78.358454
3385,10.690519,78.812503
3386,10.693581,79.266577
3387,10.695195,79.720665
3388,10.695361,80.174760
3415,10.154347,92.403192
3428,10.023573,72.035239
3429,10.048166,72.486511
3431,10.093058,73.389508
3432,10.113355,73.841215
3437,10.193316,76.101467
3438,10.204998,76.553795
3439,10.215242,77.006195
3440,10.224046,77.458656
3441,10.231412,77.911170
3442,10.237338,78.363727
3443,10.241825,78.816318
3444,10.244871,79.268933
3445,10.246477,79.721563
3446,10.246643,80.174199
3474,9.668408,92.812582
3490,9.666102,73.860912
3495,9.745662,76.113945
3496,9.757286,76.564827
3497,9.767478,77.015779
3498,9.776239,77.466793
3499,9.783568,77.917858
3500,9.789464,78.368966
3501,9.793928,78.820108
3502,9.796959,79.271274
3531,9.263101,92.324160
3532,9.223391,92.771777
3533,9.182276,93.219136
3553,9.298831,76.126343
3554,9.310396,76.575788
3555,9.320537,77.025302
3556,9.329253,77.474877
3557,9.336545,77.924503
3558,9.342412,78.374172
3559,9.346853,78.823874
3560,9.349869,79.273600
3561,9.351459,79.723340
3590,8.779207,92.731231
3591,8.738301,93.177186
3592,8.695999,93.622876
3604,8.732698,73.005238
3611,8.852846,76.138662
3612,8.864352,76.586679
3613,8.874441,77.034764
3614,8.883113,77.482910
3615,8.890368,77.931107
3616,8.896204,78.379345
3617,8.900623,78.827616
3618,8.903624,79.275911
3619,8.905205,79.724221
3648,8.335879,92.690940
3649,8.295182,93.135500
3650,8.253097,93.579798
3651,8.209626,94.023825
3661,8.265505,72.581659
3662,8.288200,73.027388
3663,8.309492,73.473256
3670,8.419176,76.597501
3671,8.429213,77.044167
3672,8.437841,77.490892
3673,8.445058,77.937668
3674,8.450865,78.384485
3707,7.852943,93.094076
3708,7.811076,93.536990
3709,7.767829,93.979636
3720,7.844595,73.049398
3729,7.984877,77.053510
3730,7.993460,77.498824
3731,8.000640,77.944188
3766,7.369956,93.494451
3767,7.326935,93.935723
3824,6.929759,93.452177
3825,6.886966,93.892085
3826,6.842809,94.331721
